date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:20:18	67783/67783	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2024%20Mar%202026%2006:20:19%20GMT	https://sevenroofing.com.au/areas-we-serve/brunswick/Firefox/	D:/Dowloaded%20website/Seven/sevenroofing.com.au/areas-we-serve/brunswick/Firefox/index.html	(from https://sevenroofing.com.au/areas-we-serve/brunswick/)
17:20:18	2321/2321	---MCZ	200	added ('OK')	application/json	date:Tue,%2024%20Mar%202026%2006:20:19%20GMT	https://sevenroofing.com.au/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsevenroofing.com.au%2Fareas-we-serve%2Fbrunswick%2F	D:/Dowloaded%20website/Seven/sevenroofing.com.au/wp-json/oembed/1.0/embed34e2.json	(from https://sevenroofing.com.au/areas-we-serve/brunswick/)
17:20:18	2492/2492	---MCZ	200	added ('OK')	text/xml	date:Tue,%2024%20Mar%202026%2006:20:20%20GMT	https://sevenroofing.com.au/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsevenroofing.com.au%2Fareas-we-serve%2Fbrunswick%2F&format=xml	D:/Dowloaded%20website/Seven/sevenroofing.com.au/wp-json/oembed/1.0/embedb03c	(from https://sevenroofing.com.au/areas-we-serve/brunswick/)
17:20:18	2576/2576	---MCZ	200	added ('OK')	application/json	date:Tue,%2024%20Mar%202026%2006:20:20%20GMT	https://sevenroofing.com.au/wp-json/wp/v2/pages/1123	D:/Dowloaded%20website/Seven/sevenroofing.com.au/wp-json/wp/v2/pages/1123.json	(from https://sevenroofing.com.au/areas-we-serve/brunswick/)
17:20:19	79464/79464	---M--	200	added ('OK')	image/jpeg	etag:%2269a93fa2-13668%22	https://sevenroofing.com.au/wp-content/uploads/2023/04/Brunswick.jpg	D:/Dowloaded%20website/Seven/sevenroofing.com.au/wp-content/uploads/2023/04/Brunswick.jpg	(from https://sevenroofing.com.au/areas-we-serve/brunswick/)
17:20:19	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2024%20Mar%202026%2006:20:21%20GMT	https://sevenroofing.com.au/?p=1123	D:/Dowloaded%20website/Seven/sevenroofing.com.au/index9a82.html	(from https://sevenroofing.com.au/areas-we-serve/brunswick/)
17:20:20	67771/67771	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2024%20Mar%202026%2006:20:21%20GMT	https://sevenroofing.com.au/areas-we-serve/bundoora/i	D:/Dowloaded%20website/Seven/sevenroofing.com.au/areas-we-serve/bundoora/i	(from https://sevenroofing.com.au/areas-we-serve/bundoora/)
17:20:20	2316/2316	---MCZ	200	added ('OK')	application/json	date:Tue,%2024%20Mar%202026%2006:20:22%20GMT	https://sevenroofing.com.au/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsevenroofing.com.au%2Fareas-we-serve%2Fbundoora%2F	D:/Dowloaded%20website/Seven/sevenroofing.com.au/wp-json/oembed/1.0/embeddab9.json	(from https://sevenroofing.com.au/areas-we-serve/bundoora/)
17:20:21	67783/67783	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2024%20Mar%202026%2006:20:22%20GMT	https://sevenroofing.com.au/areas-we-serve/bundoora/Firefox/	D:/Dowloaded%20website/Seven/sevenroofing.com.au/areas-we-serve/bundoora/Firefox/index.html	(from https://sevenroofing.com.au/areas-we-serve/bundoora/)
17:20:21	2487/2487	---MCZ	200	added ('OK')	text/xml	date:Tue,%2024%20Mar%202026%2006:20:22%20GMT	https://sevenroofing.com.au/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsevenroofing.com.au%2Fareas-we-serve%2Fbundoora%2F&format=xml	D:/Dowloaded%20website/Seven/sevenroofing.com.au/wp-json/oembed/1.0/embed588b	(from https://sevenroofing.com.au/areas-we-serve/bundoora/)
17:20:22	2606/2606	---MCZ	200	added ('OK')	application/json	date:Tue,%2024%20Mar%202026%2006:20:23%20GMT	https://sevenroofing.com.au/wp-json/wp/v2/pages/1322	D:/Dowloaded%20website/Seven/sevenroofing.com.au/wp-json/wp/v2/pages/1322.json	(from https://sevenroofing.com.au/areas-we-serve/bundoora/)
17:20:22	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2024%20Mar%202026%2006:20:24%20GMT	https://sevenroofing.com.au/?p=1322	D:/Dowloaded%20website/Seven/sevenroofing.com.au/index7d05.html	(from https://sevenroofing.com.au/areas-we-serve/bundoora/)
17:20:22	67775/67775	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2024%20Mar%202026%2006:20:24%20GMT	https://sevenroofing.com.au/areas-we-serve/campbellfield/i	D:/Dowloaded%20website/Seven/sevenroofing.com.au/areas-we-serve/campbellfield/i	(from https://sevenroofing.com.au/areas-we-serve/campbellfield/)
17:20:23	2341/2341	---MCZ	200	added ('OK')	application/json	date:Tue,%2024%20Mar%202026%2006:20:24%20GMT	https://sevenroofing.com.au/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsevenroofing.com.au%2Fareas-we-serve%2Fcampbellfield%2F	D:/Dowloaded%20website/Seven/sevenroofing.com.au/wp-json/oembed/1.0/embed9719.json	(from https://sevenroofing.com.au/areas-we-serve/campbellfield/)
17:20:23	67787/67787	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2024%20Mar%202026%2006:20:25%20GMT	https://sevenroofing.com.au/areas-we-serve/campbellfield/Firefox/	D:/Dowloaded%20website/Seven/sevenroofing.com.au/areas-we-serve/campbellfield/Firefox/index.html	(from https://sevenroofing.com.au/areas-we-serve/campbellfield/)
17:20:23	2512/2512	---MCZ	200	added ('OK')	text/xml	date:Tue,%2024%20Mar%202026%2006:20:25%20GMT	https://sevenroofing.com.au/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsevenroofing.com.au%2Fareas-we-serve%2Fcampbellfield%2F&format=xml	D:/Dowloaded%20website/Seven/sevenroofing.com.au/wp-json/oembed/1.0/embed9c77	(from https://sevenroofing.com.au/areas-we-serve/campbellfield/)
17:20:24	2579/2579	---MCZ	200	added ('OK')	application/json	date:Tue,%2024%20Mar%202026%2006:20:26%20GMT	https://sevenroofing.com.au/wp-json/wp/v2/pages/1315	D:/Dowloaded%20website/Seven/sevenroofing.com.au/wp-json/wp/v2/pages/1315.json	(from https://sevenroofing.com.au/areas-we-serve/campbellfield/)
17:20:24	26004/26004	---MCZ	200	added ('OK')	application/javascript	etag:W/%2269a93e30-6594%22	https://sevenroofing.com.au/wp-content/plugins/wp-rocket/assets/js/wpr-beacon.min.js	D:/Dowloaded%20website/Seven/sevenroofing.com.au/wp-content/plugins/wp-rocket/assets/js/wpr-beacon.min.js	(from https://sevenroofing.com.au/areas-we-serve/campbellfield/)
17:20:24	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2024%20Mar%202026%2006:20:26%20GMT	https://sevenroofing.com.au/?p=1315	D:/Dowloaded%20website/Seven/sevenroofing.com.au/index5f98.html	(from https://sevenroofing.com.au/areas-we-serve/campbellfield/)
17:20:25	67767/67767	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2024%20Mar%202026%2006:20:26%20GMT	https://sevenroofing.com.au/areas-we-serve/coburg/i	D:/Dowloaded%20website/Seven/sevenroofing.com.au/areas-we-serve/coburg/i	(from https://sevenroofing.com.au/areas-we-serve/coburg/)
17:20:25	2306/2306	---MCZ	200	added ('OK')	application/json	date:Tue,%2024%20Mar%202026%2006:20:27%20GMT	https://sevenroofing.com.au/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsevenroofing.com.au%2Fareas-we-serve%2Fcoburg%2F	D:/Dowloaded%20website/Seven/sevenroofing.com.au/wp-json/oembed/1.0/embed3ce7.json	(from https://sevenroofing.com.au/areas-we-serve/coburg/)
17:20:26	67779/67779	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2024%20Mar%202026%2006:20:27%20GMT	https://sevenroofing.com.au/areas-we-serve/coburg/Firefox/	D:/Dowloaded%20website/Seven/sevenroofing.com.au/areas-we-serve/coburg/Firefox/index.html	(from https://sevenroofing.com.au/areas-we-serve/coburg/)
17:20:26	2477/2477	---MCZ	200	added ('OK')	text/xml	date:Tue,%2024%20Mar%202026%2006:20:28%20GMT	https://sevenroofing.com.au/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsevenroofing.com.au%2Fareas-we-serve%2Fcoburg%2F&format=xml	D:/Dowloaded%20website/Seven/sevenroofing.com.au/wp-json/oembed/1.0/embed163d	(from https://sevenroofing.com.au/areas-we-serve/coburg/)
17:20:27	2328/2328	---MCZ	200	added ('OK')	application/json	date:Tue,%2024%20Mar%202026%2006:20:28%20GMT	https://sevenroofing.com.au/wp-json/wp/v2/pages/1135	D:/Dowloaded%20website/Seven/sevenroofing.com.au/wp-json/wp/v2/pages/1135.json	(from https://sevenroofing.com.au/areas-we-serve/coburg/)
17:20:27	76919/76919	---M--	200	added ('OK')	image/jpeg	etag:%2269a93f9d-12c77%22	https://sevenroofing.com.au/wp-content/uploads/2023/04/Coburg.jpg	D:/Dowloaded%20website/Seven/sevenroofing.com.au/wp-content/uploads/2023/04/Coburg.jpg	(from https://sevenroofing.com.au/areas-we-serve/coburg/)
17:20:28	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2024%20Mar%202026%2006:20:30%20GMT	https://sevenroofing.com.au/?p=1135	D:/Dowloaded%20website/Seven/sevenroofing.com.au/index46e8.html	(from https://sevenroofing.com.au/areas-we-serve/coburg/)
17:20:28	67767/67767	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2024%20Mar%202026%2006:20:30%20GMT	https://sevenroofing.com.au/areas-we-serve/epping/i	D:/Dowloaded%20website/Seven/sevenroofing.com.au/areas-we-serve/epping/i	(from https://sevenroofing.com.au/areas-we-serve/epping/)
17:20:29	2306/2306	---MCZ	200	added ('OK')	application/json	date:Tue,%2024%20Mar%202026%2006:20:30%20GMT	https://sevenroofing.com.au/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsevenroofing.com.au%2Fareas-we-serve%2Fepping%2F	D:/Dowloaded%20website/Seven/sevenroofing.com.au/wp-json/oembed/1.0/embed21d2.json	(from https://sevenroofing.com.au/areas-we-serve/epping/)
17:20:29	67779/67779	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2024%20Mar%202026%2006:20:31%20GMT	https://sevenroofing.com.au/areas-we-serve/epping/Firefox/	D:/Dowloaded%20website/Seven/sevenroofing.com.au/areas-we-serve/epping/Firefox/index.html	(from https://sevenroofing.com.au/areas-we-serve/epping/)
17:20:29	2477/2477	---MCZ	200	added ('OK')	text/xml	date:Tue,%2024%20Mar%202026%2006:20:31%20GMT	https://sevenroofing.com.au/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsevenroofing.com.au%2Fareas-we-serve%2Fepping%2F&format=xml	D:/Dowloaded%20website/Seven/sevenroofing.com.au/wp-json/oembed/1.0/embed52a1	(from https://sevenroofing.com.au/areas-we-serve/epping/)
17:20:30	2571/2571	---MCZ	200	added ('OK')	application/json	date:Tue,%2024%20Mar%202026%2006:20:31%20GMT	https://sevenroofing.com.au/wp-json/wp/v2/pages/1108	D:/Dowloaded%20website/Seven/sevenroofing.com.au/wp-json/wp/v2/pages/1108.json	(from https://sevenroofing.com.au/areas-we-serve/epping/)
17:20:30	50701/50701	---M--	200	added ('OK')	image/jpeg	etag:%2269a93f9f-c60d%22	https://sevenroofing.com.au/wp-content/uploads/2023/04/Epping.jpg	D:/Dowloaded%20website/Seven/sevenroofing.com.au/wp-content/uploads/2023/04/Epping.jpg	(from https://sevenroofing.com.au/areas-we-serve/epping/)
17:20:30	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2024%20Mar%202026%2006:20:32%20GMT	https://sevenroofing.com.au/?p=1108	D:/Dowloaded%20website/Seven/sevenroofing.com.au/index9fb6.html	(from https://sevenroofing.com.au/areas-we-serve/epping/)
17:20:31	67771/67771	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2024%20Mar%202026%2006:20:32%20GMT	https://sevenroofing.com.au/areas-we-serve/heidelberg/i	D:/Dowloaded%20website/Seven/sevenroofing.com.au/areas-we-serve/heidelberg/i	(from https://sevenroofing.com.au/areas-we-serve/heidelberg/)
17:20:31	2326/2326	---MCZ	200	added ('OK')	application/json	date:Tue,%2024%20Mar%202026%2006:20:33%20GMT	https://sevenroofing.com.au/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsevenroofing.com.au%2Fareas-we-serve%2Fheidelberg%2F	D:/Dowloaded%20website/Seven/sevenroofing.com.au/wp-json/oembed/1.0/embed0cdd.json	(from https://sevenroofing.com.au/areas-we-serve/heidelberg/)
17:20:32	67783/67783	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2024%20Mar%202026%2006:20:33%20GMT	https://sevenroofing.com.au/areas-we-serve/heidelberg/Firefox/	D:/Dowloaded%20website/Seven/sevenroofing.com.au/areas-we-serve/heidelberg/Firefox/index.html	(from https://sevenroofing.com.au/areas-we-serve/heidelberg/)
17:20:32	2497/2497	---MCZ	200	added ('OK')	text/xml	date:Tue,%2024%20Mar%202026%2006:20:34%20GMT	https://sevenroofing.com.au/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsevenroofing.com.au%2Fareas-we-serve%2Fheidelberg%2F&format=xml	D:/Dowloaded%20website/Seven/sevenroofing.com.au/wp-json/oembed/1.0/embed493d	(from https://sevenroofing.com.au/areas-we-serve/heidelberg/)
17:20:33	2611/2611	---MCZ	200	added ('OK')	application/json	date:Tue,%2024%20Mar%202026%2006:20:34%20GMT	https://sevenroofing.com.au/wp-json/wp/v2/pages/1319	D:/Dowloaded%20website/Seven/sevenroofing.com.au/wp-json/wp/v2/pages/1319.json	(from https://sevenroofing.com.au/areas-we-serve/heidelberg/)
17:20:33	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2024%20Mar%202026%2006:20:35%20GMT	https://sevenroofing.com.au/?p=1319	D:/Dowloaded%20website/Seven/sevenroofing.com.au/indexd848.html	(from https://sevenroofing.com.au/areas-we-serve/heidelberg/)
17:20:33	67767/67767	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2024%20Mar%202026%2006:20:35%20GMT	https://sevenroofing.com.au/areas-we-serve/preston/i	D:/Dowloaded%20website/Seven/sevenroofing.com.au/areas-we-serve/preston/i	(from https://sevenroofing.com.au/areas-we-serve/preston/)
17:20:34	2311/2311	---MCZ	200	added ('OK')	application/json	date:Tue,%2024%20Mar%202026%2006:20:36%20GMT	https://sevenroofing.com.au/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsevenroofing.com.au%2Fareas-we-serve%2Fpreston%2F	D:/Dowloaded%20website/Seven/sevenroofing.com.au/wp-json/oembed/1.0/embedfae7.json	(from https://sevenroofing.com.au/areas-we-serve/preston/)
17:20:35	67779/67779	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2024%20Mar%202026%2006:20:36%20GMT	https://sevenroofing.com.au/areas-we-serve/preston/Firefox/	D:/Dowloaded%20website/Seven/sevenroofing.com.au/areas-we-serve/preston/Firefox/index.html	(from https://sevenroofing.com.au/areas-we-serve/preston/)
17:20:35	2482/2482	---MCZ	200	added ('OK')	text/xml	date:Tue,%2024%20Mar%202026%2006:20:36%20GMT	https://sevenroofing.com.au/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsevenroofing.com.au%2Fareas-we-serve%2Fpreston%2F&format=xml	D:/Dowloaded%20website/Seven/sevenroofing.com.au/wp-json/oembed/1.0/embed732a	(from https://sevenroofing.com.au/areas-we-serve/preston/)
17:20:35	2533/2533	---MCZ	200	added ('OK')	application/json	date:Tue,%2024%20Mar%202026%2006:20:37%20GMT	https://sevenroofing.com.au/wp-json/wp/v2/pages/1140	D:/Dowloaded%20website/Seven/sevenroofing.com.au/wp-json/wp/v2/pages/1140.json	(from https://sevenroofing.com.au/areas-we-serve/preston/)
17:20:35	75092/75092	---M--	200	added ('OK')	image/jpeg	etag:%2269a93fa0-12554%22	https://sevenroofing.com.au/wp-content/uploads/2023/04/Preston.jpg	D:/Dowloaded%20website/Seven/sevenroofing.com.au/wp-content/uploads/2023/04/Preston.jpg	(from https://sevenroofing.com.au/areas-we-serve/preston/)
17:20:36	67771/67771	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2024%20Mar%202026%2006:20:38%20GMT	https://sevenroofing.com.au/areas-we-serve/reservoir/i	D:/Dowloaded%20website/Seven/sevenroofing.com.au/areas-we-serve/reservoir/i	(from https://sevenroofing.com.au/areas-we-serve/reservoir/)
17:20:36	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2024%20Mar%202026%2006:20:38%20GMT	https://sevenroofing.com.au/?p=1140	D:/Dowloaded%20website/Seven/sevenroofing.com.au/indexc7a9.html	(from https://sevenroofing.com.au/areas-we-serve/preston/)
17:20:37	2321/2321	---MCZ	200	added ('OK')	application/json	date:Tue,%2024%20Mar%202026%2006:20:38%20GMT	https://sevenroofing.com.au/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsevenroofing.com.au%2Fareas-we-serve%2Freservoir%2F	D:/Dowloaded%20website/Seven/sevenroofing.com.au/wp-json/oembed/1.0/embede76d.json	(from https://sevenroofing.com.au/areas-we-serve/reservoir/)
17:20:37	67783/67783	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2024%20Mar%202026%2006:20:39%20GMT	https://sevenroofing.com.au/areas-we-serve/reservoir/Firefox/	D:/Dowloaded%20website/Seven/sevenroofing.com.au/areas-we-serve/reservoir/Firefox/index.html	(from https://sevenroofing.com.au/areas-we-serve/reservoir/)
17:20:38	2492/2492	---MCZ	200	added ('OK')	text/xml	date:Tue,%2024%20Mar%202026%2006:20:39%20GMT	https://sevenroofing.com.au/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsevenroofing.com.au%2Fareas-we-serve%2Freservoir%2F&format=xml	D:/Dowloaded%20website/Seven/sevenroofing.com.au/wp-json/oembed/1.0/embeda01f	(from https://sevenroofing.com.au/areas-we-serve/reservoir/)
17:20:39	2369/2369	---MCZ	200	added ('OK')	application/json	date:Tue,%2024%20Mar%202026%2006:20:40%20GMT	https://sevenroofing.com.au/wp-json/wp/v2/pages/1129	D:/Dowloaded%20website/Seven/sevenroofing.com.au/wp-json/wp/v2/pages/1129.json	(from https://sevenroofing.com.au/areas-we-serve/reservoir/)
17:20:39	80302/80302	---M--	200	added ('OK')	image/jpeg	etag:%2269a93f9a-139ae%22	https://sevenroofing.com.au/wp-content/uploads/2023/04/Reservoir.jpg	D:/Dowloaded%20website/Seven/sevenroofing.com.au/wp-content/uploads/2023/04/Reservoir.jpg	(from https://sevenroofing.com.au/areas-we-serve/reservoir/)
17:20:40	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2024%20Mar%202026%2006:20:41%20GMT	https://sevenroofing.com.au/?p=1129	D:/Dowloaded%20website/Seven/sevenroofing.com.au/index6b36.html	(from https://sevenroofing.com.au/areas-we-serve/reservoir/)
17:20:40	67771/67771	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2024%20Mar%202026%2006:20:42%20GMT	https://sevenroofing.com.au/areas-we-serve/thomastown/i	D:/Dowloaded%20website/Seven/sevenroofing.com.au/areas-we-serve/thomastown/i	(from https://sevenroofing.com.au/areas-we-serve/thomastown/)
17:20:40	2326/2326	---MCZ	200	added ('OK')	application/json	date:Tue,%2024%20Mar%202026%2006:20:42%20GMT	https://sevenroofing.com.au/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsevenroofing.com.au%2Fareas-we-serve%2Fthomastown%2F	D:/Dowloaded%20website/Seven/sevenroofing.com.au/wp-json/oembed/1.0/embed1cc3.json	(from https://sevenroofing.com.au/areas-we-serve/thomastown/)
17:20:41	67783/67783	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2024%20Mar%202026%2006:20:43%20GMT	https://sevenroofing.com.au/areas-we-serve/thomastown/Firefox/	D:/Dowloaded%20website/Seven/sevenroofing.com.au/areas-we-serve/thomastown/Firefox/index.html	(from https://sevenroofing.com.au/areas-we-serve/thomastown/)
17:20:41	2497/2497	---MCZ	200	added ('OK')	text/xml	date:Tue,%2024%20Mar%202026%2006:20:43%20GMT	https://sevenroofing.com.au/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsevenroofing.com.au%2Fareas-we-serve%2Fthomastown%2F&format=xml	D:/Dowloaded%20website/Seven/sevenroofing.com.au/wp-json/oembed/1.0/embed636b	(from https://sevenroofing.com.au/areas-we-serve/thomastown/)
17:20:41	2226/2226	---MCZ	200	added ('OK')	application/json	date:Tue,%2024%20Mar%202026%2006:20:43%20GMT	https://sevenroofing.com.au/wp-json/wp/v2/pages/889	D:/Dowloaded%20website/Seven/sevenroofing.com.au/wp-json/wp/v2/pages/889.json	(from https://sevenroofing.com.au/areas-we-serve/thomastown/)
17:20:41	19215/19215	---M--	200	added ('OK')	image/jpeg	etag:%2269a94019-4b0f%22	https://sevenroofing.com.au/wp-content/uploads/2021/04/Roof-Restorations-733x422.jpg	D:/Dowloaded%20website/Seven/sevenroofing.com.au/wp-content/uploads/2021/04/Roof-Restorations-733x422.jpg	(from https://sevenroofing.com.au/areas-we-serve/thomastown/)
17:20:42	34359/34359	---M--	200	added ('OK')	image/jpeg	etag:%2269a93fb1-8637%22	https://sevenroofing.com.au/wp-content/uploads/2022/06/Thomastown.jpg	D:/Dowloaded%20website/Seven/sevenroofing.com.au/wp-content/uploads/2022/06/Thomastown.jpg	(from https://sevenroofing.com.au/areas-we-serve/thomastown/)
17:20:43	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2024%20Mar%202026%2006:20:45%20GMT	https://sevenroofing.com.au/?p=889	D:/Dowloaded%20website/Seven/sevenroofing.com.au/indexf45d.html	(from https://sevenroofing.com.au/areas-we-serve/thomastown/)
17:20:43	67771/67771	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2024%20Mar%202026%2006:20:45%20GMT	https://sevenroofing.com.au/areas-we-serve/thornbury/i	D:/Dowloaded%20website/Seven/sevenroofing.com.au/areas-we-serve/thornbury/i	(from https://sevenroofing.com.au/areas-we-serve/thornbury/)
17:20:44	2321/2321	---MCZ	200	added ('OK')	application/json	date:Tue,%2024%20Mar%202026%2006:20:46%20GMT	https://sevenroofing.com.au/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsevenroofing.com.au%2Fareas-we-serve%2Fthornbury%2F	D:/Dowloaded%20website/Seven/sevenroofing.com.au/wp-json/oembed/1.0/embedbf4c.json	(from https://sevenroofing.com.au/areas-we-serve/thornbury/)
17:20:44	67783/67783	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2024%20Mar%202026%2006:20:46%20GMT	https://sevenroofing.com.au/areas-we-serve/thornbury/Firefox/	D:/Dowloaded%20website/Seven/sevenroofing.com.au/areas-we-serve/thornbury/Firefox/index.html	(from https://sevenroofing.com.au/areas-we-serve/thornbury/)
17:20:44	2492/2492	---MCZ	200	added ('OK')	text/xml	date:Tue,%2024%20Mar%202026%2006:20:46%20GMT	https://sevenroofing.com.au/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsevenroofing.com.au%2Fareas-we-serve%2Fthornbury%2F&format=xml	D:/Dowloaded%20website/Seven/sevenroofing.com.au/wp-json/oembed/1.0/embedbd3a	(from https://sevenroofing.com.au/areas-we-serve/thornbury/)
17:20:45	2687/2687	---MCZ	200	added ('OK')	application/json	date:Tue,%2024%20Mar%202026%2006:20:47%20GMT	https://sevenroofing.com.au/wp-json/wp/v2/pages/1321	D:/Dowloaded%20website/Seven/sevenroofing.com.au/wp-json/wp/v2/pages/1321.json	(from https://sevenroofing.com.au/areas-we-serve/thornbury/)
17:20:46	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2024%20Mar%202026%2006:20:47%20GMT	https://sevenroofing.com.au/?p=1321	D:/Dowloaded%20website/Seven/sevenroofing.com.au/indexb86d.html	(from https://sevenroofing.com.au/areas-we-serve/thornbury/)
17:20:46	67779/67779	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2024%20Mar%202026%2006:20:47%20GMT	https://sevenroofing.com.au/areas-we-serve/avondale-heights/i	D:/Dowloaded%20website/Seven/sevenroofing.com.au/areas-we-serve/avondale-heights/i	(from https://sevenroofing.com.au/areas-we-serve/avondale-heights/)
17:20:46	2356/2356	---MCZ	200	added ('OK')	application/json	date:Tue,%2024%20Mar%202026%2006:20:48%20GMT	https://sevenroofing.com.au/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsevenroofing.com.au%2Fareas-we-serve%2Favondale-heights%2F	D:/Dowloaded%20website/Seven/sevenroofing.com.au/wp-json/oembed/1.0/embed6342.json	(from https://sevenroofing.com.au/areas-we-serve/avondale-heights/)
17:20:47	67791/67791	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2024%20Mar%202026%2006:20:49%20GMT	https://sevenroofing.com.au/areas-we-serve/avondale-heights/Firefox/	D:/Dowloaded%20website/Seven/sevenroofing.com.au/areas-we-serve/avondale-heights/Firefox/index.html	(from https://sevenroofing.com.au/areas-we-serve/avondale-heights/)
17:20:47	2527/2527	---MCZ	200	added ('OK')	text/xml	date:Tue,%2024%20Mar%202026%2006:20:49%20GMT	https://sevenroofing.com.au/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsevenroofing.com.au%2Fareas-we-serve%2Favondale-heights%2F&format=xml	D:/Dowloaded%20website/Seven/sevenroofing.com.au/wp-json/oembed/1.0/embede3a4	(from https://sevenroofing.com.au/areas-we-serve/avondale-heights/)
17:20:47	3158/3158	---MCZ	200	added ('OK')	application/json	date:Tue,%2024%20Mar%202026%2006:20:49%20GMT	https://sevenroofing.com.au/wp-json/wp/v2/pages/1898	D:/Dowloaded%20website/Seven/sevenroofing.com.au/wp-json/wp/v2/pages/1898.json	(from https://sevenroofing.com.au/areas-we-serve/avondale-heights/)
17:20:48	139568/139568	---M--	200	added ('OK')	image/png	etag:%2269a940a7-22130%22	https://sevenroofing.com.au/wp-content/uploads/2025/03/avondale-heights.png	D:/Dowloaded%20website/Seven/sevenroofing.com.au/wp-content/uploads/2025/03/avondale-heights.png	(from https://sevenroofing.com.au/areas-we-serve/avondale-heights/)
17:20:48	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2024%20Mar%202026%2006:20:50%20GMT	https://sevenroofing.com.au/?p=1898	D:/Dowloaded%20website/Seven/sevenroofing.com.au/index3bad.html	(from https://sevenroofing.com.au/areas-we-serve/avondale-heights/)
17:20:49	67771/67771	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2024%20Mar%202026%2006:20:50%20GMT	https://sevenroofing.com.au/areas-we-serve/essendon/i	D:/Dowloaded%20website/Seven/sevenroofing.com.au/areas-we-serve/essendon/i	(from https://sevenroofing.com.au/areas-we-serve/essendon/)
17:20:49	2316/2316	---MCZ	200	added ('OK')	application/json	date:Tue,%2024%20Mar%202026%2006:20:51%20GMT	https://sevenroofing.com.au/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsevenroofing.com.au%2Fareas-we-serve%2Fessendon%2F	D:/Dowloaded%20website/Seven/sevenroofing.com.au/wp-json/oembed/1.0/embedb8dc.json	(from https://sevenroofing.com.au/areas-we-serve/essendon/)
